"workId","engName","synonymsName","jpName","episodes","genres"
"10937","Mobile Suit Gundam: The Origin","Kidou Senshi Gundam: The Origin","機動戦士ガンダムTHE ORIGIN","6","Action, Military, Sci-Fi, Space, Mecha, Shounen"
"13601","Psycho-Pass","Psychopath","サイコパス","22","Action, Police, Psychological, Sci-Fi"
"32282","Food Wars! The Second Plate","Shokugeki no Souma 2nd Season, Shokugeki no Soma 2, Food Wars: Shokugeki no Soma 2, Shokugeki no Soma: The Second Plate","食戟のソーマ 弍ノ皿","13","Ecchi, School, Shounen"
"523","My Neighbor Totoro","My Neighbour Totoro","となりのトトロ","1","Adventure, Comedy, Supernatural"
"12029","Star Blazers: Space Battleship Yamato 2199",\N,"宇宙戦艦ヤマト2199","26","Action, Drama, Military, Sci-Fi, Space"
"31964","My Hero Academia",\N,"僕のヒーローアカデミア","13","Action, Comedy, School, Shounen, Super Power"
"3784","Evangelion: 2.0 You Can (Not) Advance","Evangelion Shin Gekijouban: Ha, Rebuild of Evangelion: 2.0 You Can (Not) Advance, Evangelion 2.22","ヱヴァンゲリヲン新劇場版:破","1","Action, Sci-Fi, Mecha"
"25537","Fate/stay night: Heaven's Feel - I. Presage Flower",\N,"劇場版「Fate/stay night [Heaven's Feel] Ⅰ.presage flower」","1","Action, Fantasy, Magic, Supernatural"
"10087","Fate/Zero",\N,"フェイト/ゼロ","13","Action, Supernatural, Magic, Fantasy"
"6594","Katanagatari","Sword Story","刀語","12","Action, Adventure, Historical, Martial Arts, Romance"
"11979","Puella Magi Madoka Magica the Movie Part 2: Eternal","Mahou Shoujo Madoka Magika Movie 2, Magical Girl Madoka Magica Movie 2","劇場版 魔法少女まどか☆マギカ 永遠の物語","1","Drama, Magic, Psychological, Thriller"
"37078","The King's Avatar (2018)","Quanzhi Gaoshou (2018), Quan Zhi Gao Shou, Full-Time Expert, Master of Skills, Quanzhi Gaoshou: Tebie Pian","全职高手特别篇","3","Action, Game"
"2559","Romeo and the Black Brothers","Sekai Meisaku Gekijou, Romeo's Blue Skies, Romio no Aoi Sora","ロミオの青い空","33","Adventure, Drama, Historical, Slice of Life"
"12531","Kids on the Slope","Sakamichi no Aporon, Apollo on the Slope","坂道のアポロン","12","Drama, Josei, Music, Romance, School"
"25835","Shirobako","White Box","SHIROBAKO","24","Comedy, Drama"
"10863","Steins;Gate: Egoistic Poriomania","Steins,Gate Special","シュタインズ ゲート 横行跋扈のポリオマニア","1","Sci-Fi, Comedy, Thriller"
"34036",\N,"Meitantei Conan: Episode One - Chiisaku Natta Meitantei","名探偵コナン エピソードONE 小さくなった名探偵","1","Adventure, Mystery, Comedy, Police, Shounen"
"486","Kino's Journey","Kino's Travels: The Beautiful World","キノの旅 -the Beautiful World-","13","Action, Adventure, Psychological, Slice of Life"
"18115","Magi: The Kingdom of Magic","Magi: The Labyrinth of Magic 2, Magi Season 2","マギ The kingdom of magic","25","Action, Adventure, Magic, Fantasy, Shounen"
"5341","Spice and Wolf II","Ookami to Koushinryou 2nd Season, Spice and Wolf 2nd Season","狼と香辛料II","12","Adventure, Historical, Romance, Fantasy"
"25781",\N,"Attack on Titan: No Regrets, Shingeki no Kyojin: Birth of Levi","進撃の巨人 悔いなき選択","2","Action, Fantasy, Shoujo"
"5","Cowboy Bebop: The Movie","Cowboy Bebop: Knockin' on Heaven's Door","カウボーイビバップ 天国の扉","1","Action, Drama, Mystery, Sci-Fi, Space"
"30230","Ace of Diamond: Second Season","Daiya no Ace: Second Season, Ace of the Diamond: 2nd Season","ダイヤのA[エース]～Second Season～","51","Comedy, Sports, School, Shounen"
"37105",\N,\N,"ぐらんぶる","12","Comedy, Seinen, Slice of Life"
"5420","Erin","Kemono no Soujya Erin, Kemono no Sou-ja Erin, The Beast Player Erin","獣の奏者エリン","50","Drama, Fantasy, Slice of Life"
"34240","Shelter",\N,"シェルター","1","Sci-Fi, Music"
"1365","Case Closed: The Phantom of Baker Street","Meitantei Conan: Baker Street no Bourei","名探偵コナン　ベイカー街(ストリート)の亡霊","1","Adventure, Mystery, Police, Shounen"
"30346","Doukyusei -Classmates-",\N,"同級生","1","Slice of Life, Romance, School, Shounen Ai"
"20651",\N,"Natsume Yuujinchou OVA, Natsume Yujincho OVA, Natsume's Book of Friends OVA, Natsume on One Snowy Day","夏目友人帳 新作OVA いつかゆきのひに","1","Drama, Fantasy, Shoujo, Slice of Life, Supernatural"
"1698","Nodame Cantabile",\N,"のだめカンタービレ","23","Music, Slice of Life, Comedy, Drama, Romance, Josei"
"30503","Noragami Aragoto",\N,"ノラガミ ARAGOTO","13","Action, Adventure, Comedy, Supernatural, Shounen"
"31240","Re:ZERO -Starting Life in Another World-","Re: Life in a different world from zero, ReZero","Re：ゼロから始める異世界生活","25","Drama, Fantasy, Psychological, Thriller"
"28701","Fate/stay night [Unlimited Blade Works] Season 2","Fate/stay night (2015), Fate - Stay Night","Fate/stay night [Unlimited Blade Works] 2nd シーズン","13","Action, Fantasy, Magic, Supernatural"
"18617","Girls und Panzer der Film","Girls & Panzer Gekijouban","ガールズ&パンツァー 劇場版","1","Sports, Military, School"
"14719","JoJo's Bizarre Adventure","JoJo no Kimyou na Bouken (2012)","ジョジョの奇妙な冒険","26","Action, Adventure, Supernatural, Vampire, Shounen"
"4081","Natsume's Book of Friends","Natsume Yujincho, Natsume Yujin-cho","夏目友人帳","13","Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
"19815","No Game, No Life","NGNL","ノーゲーム・ノーライフ","12","Game, Adventure, Comedy, Supernatural, Ecchi, Fantasy"
"5040","One Outs","ONE OUTS Nobody wins, but I!","ワンナウツ","25","Sports, Psychological, Seinen"
"45","Rurouni Kenshin","Samurai X","るろうに剣心 -明治剣客浪漫譚-","94","Action, Adventure, Comedy, Historical, Romance, Samurai, Shounen"
"2685","Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations","Tsubasa Reservoir Chronicle OVA, Tsubasa Reservoir Chronicle: Tokyo Revelations","ツバサ TOKYO REVELATIONS","3","Action, Adventure, Drama, Romance, Fantasy, Shounen"
"137",\N,"Hunter x Hunter OVA","ハンターｘハンター ヨークシンシティー完結編","8","Action, Adventure, Super Power, Shounen"
"34534",\N,"Natsume Yuujinchou Go: Hitoyo Sakazuki, Natsume Yuujinchou Go: Yuugi no Utage, Natsume Yuujinchou Go: One Night Sake Cup, Natsume Yuujinchou Go: Party of Fun & Games","夏目友人帳 伍 特別編","2","Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
"2418","Sword of the Stranger",\N,"ストレンヂア -無皇刃譚-","1","Action, Adventure, Historical, Samurai"
"513","Castle in the Sky","Tenkuu no Shiro Rapyuta","天空の城ラピュタ","1","Adventure, Fantasy, Romance, Sci-Fi"
"37430","That Time I Got Reincarnated as a Slime","TenSura","転生したらスライムだった件","24","Fantasy, Shounen"
"4224","Toradora!","Tiger X Dragon","とらドラ！","25","Slice of Life, Comedy, Romance, School"
"139",\N,"Hunter x Hunter: G I Final, Hunter x Hunter OVA 3","ハンター×ハンター　G・I　Final","14","Action, Adventure, Super Power, Fantasy, Shounen"
"627",\N,\N,"メジャー （第1シリーズ）","26","Comedy, Sports, Drama, Shounen"
"1210","Welcome to the N.H.K.","Welcome to the NHK","N・H・Kにようこそ！","24","Comedy, Psychological, Drama, Romance"
"36949","Food Wars! The Third Plate: Totsuki Train Arc","Shokugeki no Soma 4th Season, Food Wars! The Third Plate 2nd cour, Shokugeki no Souma: San no Sara (2018)","食戟のソーマ 餐ノ皿 遠月列車篇","12","Ecchi, School, Shounen"
"338","The Rose of Versailles","Berusaiyu no Bara","ベルサイユのばら","40","Military, Historical, Drama, Romance, Shoujo"
"57","Beck: Mongolian Chop Squad","BECK","ベック","26","Comedy, Drama, Music, Shounen, Slice of Life"
"6945",\N,"Gintama: Jump Festa 2008 Special, Gintama: Jump Anime Tour 2008 Special","ジャンプアニメツアー 2008 白夜叉降誕","1","Action, Sci-Fi, Comedy, Historical, Parody"
"15227","In This Corner of the World","To All the Corners of the World","この世界の片隅に","1","Historical, Drama, Seinen"
"32937","KonoSuba: God's Blessing on This Wonderful World! 2","Give Blessings to This Wonderful World! 2","この素晴らしい世界に祝福を！ 2","10","Adventure, Comedy, Parody, Supernatural, Magic, Fantasy"
"1842",\N,"Major 3rd Season, Major 3, m3","メジャー  (第3シリーズ)","26","Drama, Shounen, Sports"
"36999",\N,\N,"続・終物語","1","Comedy, Mystery, Supernatural, Vampire"
"5081","Bakemonogatari","Ghostory","化物語","15","Romance, Supernatural, Mystery, Vampire"
"5460","Detective Conan: The Jet Black Chaser","Meitantei Conan: Shikkoku no Chaser, Detective Conan Movie 13","名探偵コナン漆黒の追跡者(チェイサー)","1","Action, Police, Mystery, Shounen"
"264","Fighting Spirit: Champion Road","The First Step - Champion Road","はじめの一歩 -Champion Road-","1","Comedy, Shounen, Sports"
"11771","Kuroko's Basketball","Kuroko no Basuke, KuroBas","黒子のバスケ","25","Comedy, School, Shounen, Sports"
"558",\N,\N,"メジャー  (第2シリーズ)","26","Comedy, Drama, Shounen, Sports"
"437","Perfect Blue",\N,"パーフェクトブルー","1","Dementia, Drama, Horror, Psychological"
"329","Planetes","ΠΛΑΝΗΤΕΣ","プラネテス","26","Drama, Romance, Sci-Fi, Seinen, Space"
"37095",\N,"Violet Evergarden Extra Episode, Violet Evergarden Episode 14, Violet Evergarden Special, The day you understand \"I love you\" will surely come","ヴァイオレット・エヴァーガーデンきっと”恋”を知る日が来るのだろう","1","Drama, Fantasy, Slice of Life"
"43","Ghost in the Shell","Koukaku Kidoutai","GHOST IN THE SHELL（攻殻機動隊）","1","Action, Sci-Fi, Police, Psychological, Mecha, Seinen"
"36296",\N,"Hina Festival","ヒナまつり","12","Comedy, Supernatural, Sci-Fi, Slice of Life, Seinen"
"9617","K-ON! The Movie","Eiga K-On!, Keion Movie","映画 けいおん！","1","Music, Slice of Life, Comedy"
"11843","Daily Lives of High School Boys",\N,"男子高校生の日常","12","Slice of Life, Comedy, School"
"19363","Silver Spoon 2nd Season","Gin no Saji 2nd Season","銀の匙2ndシーズン","11","Comedy, School, Shounen, Slice of Life"
"1889","When They Cry: Kai","Higurashi no Naku Koro ni 2, Higurashi no Naku Koro ni 2nd Series, Higurashi no Nakukoro ni 2nd Season, The Moment the Cicadas Cry 2","ひぐらしのなく頃に解","24","Mystery, Psychological, Supernatural, Thriller"
"5690",\N,"Nodame Cantabile Third Season, Nodame Cantabile Season 3, Nodame Cantabile: Finale","のだめカンタービレ フィナーレ","11","Comedy, Josei, Music, Romance"
"2966","Spice and Wolf","Ookami to Koushinryou","狼と香辛料","13","Adventure, Fantasy, Historical, Romance"
"32188",\N,"Steins Gate: Episode 23 (β), Open the Missing Link","シュタインズ・ゲート境界面上のミッシングリンク-Divide By Zero-","1","Sci-Fi, Thriller"
"34537","Night Is Short, Walk on Girl","The Night Is Short, Walk on Girl","夜は短し歩けよ乙女","1","Comedy, Romance"
"22297","Fate/stay night [Unlimited Blade Works]","Fate/stay night (2014), Fate - Stay Night","Fate/stay night [Unlimited Blade Works]","12","Action, Fantasy, Magic, Supernatural"
"3002","Kaiji: Ultimate Survivor","Tobaku Mokushiroku Kaiji, The Suffering Pariah Kaiji","逆境無頼カイジ Ultimate Survivor","26","Game, Psychological, Seinen, Thriller"
"1142","Honey and Clover II","Honey and Clover 2, Honey & Clover II","ハチミツとクローバー II","12","Drama, Josei, Romance, Slice of Life"
"23317","Black Butler: Book of Murder",\N,"黒執事 Book of Murder","2","Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural"
"30","Neon Genesis Evangelion","Shinseiki Evangelion","新世紀エヴァンゲリオン","26","Action, Dementia, Drama, Mecha, Psychological, Sci-Fi"
"853","Ouran High School Host Club","Ohran Koko Host Club, Ouran Koukou Hosutobu, Ouran Koukou Host Bu, OHSHC","桜蘭高校ホスト部","26","Comedy, Harem, Romance, School, Shoujo"
"6675","Redline","Red line","REDLINE","1","Action, Sci-Fi, Cars, Sports"
"35466",\N,"ReLIFE Final Arc","ReLIFE 完結編","4","Romance, School, Slice of Life"
"9863","SKET Dance",\N,"スケットダンス","77","Comedy, School, Shounen"
"2236","The Girl Who Leapt Through Time","Toki wo Kakeru Shojo, TokiKake, Toki o Kakeru Shojo, The Girl Who Cut Time, The Little Girl Who Conquered Time","時をかける少女","1","Sci-Fi, Adventure, Drama, Romance"
"34822","Tsukigakirei","The Moon is Beautiful, As the Moon, So Beautiful","月がきれい","12","Romance, School"
"34798","Laid-Back Camp","Yurukyan","ゆるキャン△","12","Slice of Life, Comedy"
"2402","Tomorrow's Joe","Rocky Joe, Champion Joe","あしたのジョー","79","Action, Drama, Shounen, Slice of Life, Sports"
"7674","Bakuman.","Bakuman Season 1","バクマン。","25","Comedy, Drama, Romance, Shounen"
"34636","Welcome to the Ballroom",\N,"ボールルームへようこそ","24","Comedy, Drama, Romance, School, Shounen, Sports"
"36896",\N,"My Hero Academia the Movie: The Two Heroes","僕のヒーローアカデミア THE MOVIE ～2人の英雄（ヒーロー）～","1","Action, Comedy, School, Shounen, Super Power"
"35608",\N,"Eiga Chuunibyou demo Koi ga Shitai! Take On Me","映画 中二病でも恋がしたい！-Take On Me-","1","Slice of Life, Comedy, Drama, Romance, School"
"9735",\N,"Gintama: Shinyaku Benizakura-hen OVA, Gintama: Benizakura Arc - A New Retelling Special, Gintama Movie: Crimson Sakura Chapter New Edition, Gintama: Shin-yaku Benizakura-hen","銀魂 新訳紅桜篇","1","Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
"6811","InuYasha: The Final Act","Inu Yasha: Kanketsu-hen","犬夜叉 完結編","26","Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen"
"36098","I want to eat your pancreas","KimiSui, Let Me Eat Your Pancreas","君の膵臓をたべたい","1","Drama"
"22145","Black Butler: Book of Circus","Kuroshitsuji Circus Hen, Kuroshitsuji Shin Series, Black Butler 3, Kuroshitsuji III","黒執事 Book of Circus","10","Comedy, Demons, Fantasy, Historical, Shounen, Supernatural"
"18195","Little Busters! ~Refrain~","LB!: Refrain","リトルバスターズ！～Refrain～","13","Comedy, Drama, Romance, School, Slice of Life, Supernatural"
"3226",\N,"Major 4th Season, Major 4, m4","メジャー　（第4シリーズ)","26","Sports, Comedy, Drama, Shounen"
"9890",\N,"Major OVA","メジャー・メッセージ","1","Comedy, Drama, Shounen, Sports"
"4155","One Piece Film Strong World","One Piece Movie 10","ワンピース　フィルム　ストロングワールド","1","Action, Adventure, Comedy, Drama, Fantasy, Shounen"
"13759","The Pet Girl of Sakurasou","Sakura-sou no Pet na Kanojo","さくら荘のペットな彼女","24","Comedy, Drama, Romance, School, Slice of Life"
"1033","Millennium Actress","Chiyoko Millennial Actress","千年女優","1","Action, Adventure, Drama, Fantasy, Historical, Romance"
"759","Tokyo Godfathers",\N,"東京ゴッドファーザーズ","1","Comedy, Drama"
"12115","Berserk: The Golden Age Arc III - The Advent","Berserk Movie, Berserk Saga, Berserk: Golden Age Arc III - Descent","ベルセルク 黄金時代篇Ⅲ 降臨","1","Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural"
"32867","Bungo Stray Dogs 2",\N,"文豪ストレイドッグス","12","Action, Mystery, Super Power, Supernatural, Seinen"
"813","Dragon Ball Z","DBZ, Dragonball Z","ドラゴンボールZ","291","Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
"138",\N,"Hunter X Hunter OVA 2","ハンターｘハンター: Greed Island","8","Action, Adventure, Super Power, Fantasy, Shounen"
"22507",\N,\N,"頭文字 Final Stage","4","Cars, Seinen, Sports"
"16664","The Tale of the Princess Kaguya","Kaguyahime no Monogatari, Princess Kaguya Story","かぐや姫の物語","1","Fantasy, Historical"
"28675","Beyond the Boundary: I'll Be Here - Future","Beyond the Boundary Movie, Kyokai no Kanata Movie","劇場版 境界の彼方 I'LL BE HERE 未来篇","1","Slice of Life, Supernatural, Fantasy"
"34577","The Seven Deadly Sins: Revival of the Commandments",\N,"七つの大罪 戒めの復活","24","Action, Adventure, Supernatural, Magic, Fantasy, Shounen"
"12859","One Piece Film Z","One Piece Movie 12","ワンピース　フィルム　﻿Ｚ","1","Action, Adventure, Comedy, Drama, Fantasy, Shounen"
"6","Trigun",\N,"トライガン","26","Action, Sci-Fi, Adventure, Comedy, Drama, Shounen"
"3091",\N,"xxxHOLiC: Tsugi, xxxHOLiC TV 2, xxxHOLiC New Series, xxxHOLiC Second Season, xxxHOLiC 2nd Series","×××HOLiC・継","13","Mystery, Comedy, Psychological, Supernatural, Drama"
"6547","Angel Beats!",\N,"Angel Beats!（エンジェルビーツ）","13","Action, Comedy, Drama, School, Supernatural"
"372","Card Captor Sakura Movie 2: The Sealed Card","Card Captors Sakura The Movie 2, Card Captor Sakura: Enchanted Cards","劇場版 カードキャプターさくら 封印されたカード","1","Comedy, Drama, Fantasy, Magic, Romance, Shoujo"
"31988","Sound! Euphonium 2","Hibike! Euphonium Second Season","響け！ユーフォニアム2","13","Music, School, Drama"
"185","Initial D First Stage","ID","頭文字〈イニシャル〉D","26","Action, Cars, Drama, Seinen, Sports"
"1604","Reborn!","Kateikyoushi Hitman Reborn!, Home Tutor Hitman Reborn!","家庭教師ヒットマンREBORN!","203","Action, Comedy, Shounen, Super Power"
"512","Kiki's Delivery Service","Witch's Express Delivery","魔女の宅急便","1","Adventure, Comedy, Drama, Magic, Romance, Fantasy"
"585","Whisper of the Heart","If You Listen Carefully, Ghibli Movie 10","耳をすませば","1","Slice of Life, Drama, Romance, Shoujo"
"6864",\N,"xxxHOLiC Rou: Adayume","×××HOLiC・籠","2","Mystery, Supernatural"
"10800","Chihayafuru","Chihayafull","ちはやふる","25","Drama, Game, Josei, School, Slice of Life, Sports"
"32005",\N,"Meitantei Conan Movie 20, Detective Conan: Pitch Black Nightmare, Meitantei Conan: Junkoku no Nightmare","劇場版　名探偵コナン　純黒の悪夢（ナイトメア）","1","Action, Mystery, Police, Shounen"
"35972","Fairy Tail Final Series","Fairy Tail Season 3, Fairy Tail (2018)","FAIRY TAIL ファイナルシリーズ",\N,"Action, Magic, Adventure, Fantasy, Comedy, Shounen"
"121","Fullmetal Alchemist","Hagane no Renkinjutsushi, FMA, Full Metal Alchemist","鋼の錬金術師","51","Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen"
"6336","Mobile Suit Gundam Unicorn","Mobile Suit Gundam UC, Kidou Senshi Gundam Unicorn","機動戦士ガンダムUC（ユニコーン）","7","Action, Drama, Mecha, Military, Sci-Fi, Space"
"19123",\N,"One Piece Special, One Piece: Episode of Merry - The Tale of One More Friend","ワンピース エピソード・オブ・メリー ～もうひとりの仲間の物語～","1","Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power"
"31715",\N,"Working!!! Episode 14","WORKING!!! 第14話「ロード・オブ・ザ・小鳥遊」","1","Comedy, Romance, Seinen, Slice of Life"
"23847","My Teen Romantic Comedy SNAFU TOO!","Oregairu 2, My Teen Romantic Comedy SNAFU 2, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Second Season, Yahari Ore no Seishun Love Comedy wa Machigatteiru. 2nd Season","やはり俺の青春ラブコメはまちがっている。続","13","Slice of Life, Comedy, Drama, Romance, School"
"6746","Durarara!!","Dhurarara!!, Dyurarara!!, Dulalala!!, Dullalala!!, DRRR!!","デュラララ!!","24","Action, Mystery, Supernatural"
"10271","Kaiji: Against All Rules","Gyakkyou Burai Kaiji S2, The Suffering Pariah Kaiji: Backslide Arc","逆境無頼カイジ 破戒録篇","26","Game, Psychological, Thriller, Seinen"
"265",\N,"Fighting Spirit: Mashiba vs. Kimura","はじめの一歩 間柴vs木村 死刑執行","1","Comedy, Shounen, Sports"
"23327","Space Dandy 2nd Season","Space☆Dandy Second Season","スペース☆ダンディ 第2シリーズ","13","Space, Comedy, Sci-Fi"
"1519","Black Lagoon: The Second Barrage","Black Lagoon 2nd Season, Black Lagoon Second Season","BLACK LAGOON The Second Barrage","12","Action, Seinen"
"25681","Kamisama Kiss Season 2","Kamisama Hajimemashita 2nd Season, Kami-sama Hajimemashita 2nd Season, Kamisama Kiss 2nd Season","神様はじめました◎","12","Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
"11977","Puella Magi Madoka Magica the Movie Part 1: Beginnings","Mahou Shoujo Madoka Magika Movie 1, Magical Girl Madoka Magica Movie 1","劇場版 魔法少女まどか☆マギカ 始まりの物語","1","Psychological, Drama, Magic, Thriller"
"33051","Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season","Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season, G-Tekketsu 2nd Season","機動戦士ガンダム 鉄血のオルフェンズ 第2期","25","Action, Drama, Mecha, Sci-Fi, Space"
"962","Aria The Natural","Aria 2","ARIA The NATURAL","26","Fantasy, Sci-Fi, Shounen, Slice of Life"
"28223","Death Parade",\N,"デス・パレード","12","Game, Mystery, Psychological, Drama, Thriller"
"235","Case Closed","Meitantei Conan","名探偵コナン",\N,"Adventure, Mystery, Comedy, Police, Shounen"
"6467",\N,"Meitantei Conan Tenkuu no Lost Ship","名探偵コナン 天空の難破船","1","Action, Mystery, Police, Shounen"
"31658",\N,"Gekijouban Kuroko no Basuke: Last Game, Kuroko's Basketball the Movie: Last Game","劇場版 黒子のバスケ LAST GAME","1","Sports, School, Shounen"
"31051",\N,"Kuroko's Basketball: It's the Best Present, Kuroko no Basket Episode 75.5","黒子のバスケ ~最高のプレゼントです~","1","Action, Sports, School, Shounen"
"10153","Magical Girl Lyrical Nanoha: The Movie 2nd A's",\N,"魔法少女リリカルなのは The MOVIE 2nd A's","1","Action, Magic, Comedy, Sci-Fi, Drama"
"23755","The Seven Deadly Sins","Nanatsu no Taizai","七つの大罪","24","Action, Adventure, Ecchi, Fantasy, Magic, Shounen, Supernatural"
"9130","Saint Seiya: The Lost Canvas 2",\N,"聖闘士星矢 THE LOST CANVAS 冥王神話 2","13","Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural"
"37171","Asobi Asobase: Workshop Of Fun",\N,"あそびあそばせ","12","Comedy, School"
"20899","JoJo's Bizarre Adventure: Stardust Crusaders","Dai San Bu Kujo Jotaro: Mirai e no Isan, JoJo's Bizarre Adventure Part 3","ジョジョの奇妙な冒険 スターダストクルセイダース","24","Action, Adventure, Supernatural, Drama, Shounen"
"16782","The Garden of Words","Koto no Ha no Niwa, The Garden of Kotonoha","言の葉の庭","1","Slice of Life, Psychological, Drama, Romance"
"1453","Maison Ikkoku","Ikkoku House","めぞん一刻","96","Slice of Life, Comedy, Drama, Romance, Seinen"
"21557","When Marnie Was There",\N,"思い出のマーニー","1","Mystery, Psychological, Drama"
"1364","Case Closed Movie 5: Countdown to Heaven","Meitantei Conan: Tengoku e no Count Down","名探偵コナン 天国へのカウントダウン","1","Adventure, Police, Comedy, Mystery, Shounen"
"18",\N,"Initial D 4th Stage","頭文字〈イニシャル〉D FOURTH STAGE","24","Action, Cars, Sports, Drama, Seinen"
"35062","The Ancient Magus' Bride","The Magician's Bride","魔法使いの嫁","24","Slice of Life, Fantasy, Magic, Shounen"
"32902","The Ancient Magus' Bride: Those Awaiting a Star","The Magician's Bride","魔法使いの嫁 星待つひと","3","Slice of Life, Magic, Fantasy, Shounen"
"4477",\N,"Nodame Cantabile Paris Chapter, Nodame Cantabile Pari-hen","のだめカンタービレ 巴里編","11","Music, Slice of Life, Comedy, Romance, Josei"
"15323",\N,"One Piece Special, Episode of Nami: Tears of a Navigator and the Bonds of Friends","ワンピースエピソード・オブ・ナミ～航海士の涙と仲間の絆～","1","Action, Adventure, Comedy, Drama, Fantasy, Shounen, Super Power"
